2021-05-20 17:25:10,599: 't'
2021-05-20 17:25:10,743: 'h'
2021-05-20 17:25:10,871: 'e'
2021-05-20 17:25:10,991: 'r'
2021-05-20 17:25:11,119: 'e'
2021-05-20 17:25:11,263: Key.space
2021-05-20 17:25:11,383: 'a'
2021-05-20 17:25:11,503: 'r'
2021-05-20 17:25:11,582: 'e'
2021-05-20 17:25:11,702: Key.space
2021-05-20 17:25:11,855: 'a'
2021-05-20 17:25:11,927: Key.space
2021-05-20 17:25:12,343: 'f'
2021-05-20 17:25:12,567: 'w'
2021-05-20 17:25:13,191: Key.backspace
2021-05-20 17:25:13,471: 'e'
2021-05-20 17:25:13,647: 'w'
2021-05-20 17:25:13,735: Key.space
2021-05-20 17:25:13,927: 't'
2021-05-20 17:25:14,024: 'h'
2021-05-20 17:25:14,119: 'i'
2021-05-20 17:25:14,351: 'n'
2021-05-20 17:25:14,415: 'g'
2021-05-20 17:25:14,591: 's'
2021-05-20 17:25:14,639: Key.space
2021-05-20 17:25:14,783: 't'
2021-05-20 17:25:14,855: 'o'
2021-05-20 17:25:14,951: Key.space
2021-05-20 17:25:15,207: 't'
2021-05-20 17:25:15,367: 'y'
2021-05-20 17:25:15,631: 'p'
2021-05-20 17:25:15,727: 'e'
2021-05-20 17:25:16,111: Key.ctrl_l
2021-05-20 17:25:16,344: '\x01'
2021-05-20 17:25:16,679: Key.backspace
2021-05-20 17:25:16,888: Key.ctrl_l
2021-05-20 17:25:18,944: Key.ctrl_l
2021-05-20 17:25:19,400: '\x03'
2021-05-20 17:25:19,800: '\x16'
2021-05-20 17:25:20,280: '\x1a'
2021-05-20 17:25:27,177: Key.ctrl_l
2021-05-20 17:25:27,681: Key.ctrl_l
2021-05-20 17:25:27,682: '\x03'
2021-05-20 17:25:27,881: '\x03'
2021-05-20 17:25:28,129: '\x1a'
2021-05-20 17:25:28,313: '\x1a'
2021-05-20 17:25:28,465: '\x1a'
2021-05-20 17:25:28,617: '\x18'
2021-05-20 17:25:30,905: 't'
2021-05-20 17:25:31,041: 'a'
2021-05-20 17:25:31,161: 's'
2021-05-20 17:25:31,329: 'k'
2021-05-20 17:25:31,417: Key.enter
2021-10-09 14:32:22,476: 't'
2021-10-09 14:32:22,693: 'y'
2021-10-09 14:32:23,421: 'p'
2021-10-09 14:32:23,853: 'i'
2021-10-09 14:32:24,084: 'n'
2021-10-09 14:32:24,253: 'g'
2021-10-09 14:32:24,396: Key.space
2021-10-09 14:32:24,741: 't'
2021-10-09 14:32:25,125: Key.backspace
2021-10-09 14:32:25,741: 'i'
2021-10-09 14:32:25,989: 'n'
2021-10-09 14:32:26,069: Key.space
2021-10-09 14:32:26,253: 't'
2021-10-09 14:32:26,405: 'h'
2021-10-09 14:32:26,589: 'i'
2021-10-09 14:32:26,605: 's'
2021-10-09 14:32:26,757: Key.space
2021-10-09 14:32:26,957: 'w'
2021-10-09 14:32:27,149: 'i'
2021-10-09 14:32:27,381: 'n'
2021-10-09 14:32:27,501: 'd'
2021-10-09 14:32:27,653: 'o'
2021-10-09 14:32:27,885: 'w'
2021-10-09 14:32:28,045: Key.space
2021-10-09 14:32:28,502: 'w'
